Age,Time_of_Day,AQI,AQI_Category,Temperature,Precipitation,Suggested_Activity,Activity_Suggestion
21,22,493,Hazardous,21.2,0.82,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
49,0,491,Hazardous,69.8,4.46,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
89,13,118,Unhealthy for Sensitive Groups,30.2,12.55,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
47,15,16,Good,57.2,5.61,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
15,19,10,Good,60.8,4.89,Stargazing,"The air is clear, perfect for stargazing."
89,19,55,Moderate,73.4,2.66,Stargazing,"The air is clear, perfect for stargazing."
35,16,37,Good,69.8,0.85,Go for a jog,The weather is perfect for a run or jog.
57,18,92,Moderate,64.4,0.46,Go for a jog,The weather is perfect for a run or jog.
88,15,212,Very Unhealthy,19.4,3.21,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
36,10,10,Good,51.8,4.97,Go for a jog,The weather is perfect for a run or jog.
51,13,436,Hazardous,48.2,15.26,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
83,6,194,Unhealthy,24.8,2.66,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
88,20,83,Moderate,80.6,4.23,Stargazing,"The air is clear, perfect for stargazing."
80,14,1,Good,55.4,1.76,Have a picnic,The weather is great for an outdoor picnic.
80,8,313,Hazardous,75.2,3.05,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
86,16,44,Good,80.6,3.1,Take a walk,Enjoy a peaceful walk in the park.
75,17,62,Moderate,53.6,1.88,Take a walk,Enjoy a peaceful walk in the park.
46,1,316,Hazardous,41.0,8.53,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
18,2,374,Hazardous,64.4,18.22,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
27,10,57,Moderate,62.6,3.13,Go for a jog,The weather is perfect for a run or jog.
73,13,48,Good,71.6,1.71,Have a picnic,The weather is great for an outdoor picnic.
20,2,179,Unhealthy,26.6,11.08,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
56,14,68,Moderate,46.4,17.33,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
79,14,251,Very Unhealthy,93.2,7.68,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
95,13,26,Good,68.0,2.58,Have a picnic,The weather is great for an outdoor picnic.
28,14,15,Good,50.0,3.52,Have a picnic,The weather is great for an outdoor picnic.
98,23,216,Very Unhealthy,33.8,18.89,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
47,8,90,Moderate,75.2,3.49,Go for a jog,The weather is perfect for a run or jog.
84,21,41,Good,80.6,4.41,Stargazing,"The air is clear, perfect for stargazing."
42,21,77,Moderate,75.2,2.94,Stargazing,"The air is clear, perfect for stargazing."
16,12,14,Good,82.4,1.45,Have a picnic,The weather is great for an outdoor picnic.
91,12,66,Moderate,84.2,3.63,Have a picnic,The weather is great for an outdoor picnic.
98,19,75,Moderate,80.6,3.12,Stargazing,"The air is clear, perfect for stargazing."
17,13,40,Good,69.8,0.95,Have a picnic,The weather is great for an outdoor picnic.
53,10,4,Good,51.8,4.41,Go for a jog,The weather is perfect for a run or jog.
32,9,169,Unhealthy,100.4,10.11,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
39,15,425,Hazardous,53.6,17.0,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
48,10,8,Good,60.8,4.23,Go for a jog,The weather is perfect for a run or jog.
83,21,64,Moderate,66.2,4.14,Stargazing,"The air is clear, perfect for stargazing."
57,13,12,Good,62.6,1.69,Have a picnic,The weather is great for an outdoor picnic.
36,21,85,Moderate,51.8,2.97,Stargazing,"The air is clear, perfect for stargazing."
79,13,48,Good,75.2,2.42,Have a picnic,The weather is great for an outdoor picnic.
94,18,289,Very Unhealthy,80.6,2.71,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
76,14,101,Unhealthy for Sensitive Groups,14.0,16.74,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
72,16,344,Hazardous,91.4,19.67,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
6,12,54,Moderate,71.6,2.84,Have a picnic,The weather is great for an outdoor picnic.
36,8,6,Good,71.6,1.4,Go for a jog,The weather is perfect for a run or jog.
16,9,88,Moderate,73.4,2.87,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
27,22,142,Unhealthy for Sensitive Groups,32.0,3.61,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
42,20,71,Moderate,69.8,2.54,Stargazing,"The air is clear, perfect for stargazing."
16,21,15,Good,78.8,2.31,Stargazing,"The air is clear, perfect for stargazing."
93,19,5,Good,66.2,1.02,Stargazing,"The air is clear, perfect for stargazing."
84,3,485,Hazardous,23.0,9.91,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
84,8,457,Hazardous,91.4,16.02,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
25,18,75,Moderate,75.2,3.72,Go for a jog,The weather is perfect for a run or jog.
86,9,20,Good,59.0,4.74,Take a walk,Enjoy a peaceful walk in the park.
73,16,21,Good,23.0,14.2,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
51,14,3,Good,64.4,0.33,Have a picnic,The weather is great for an outdoor picnic.
30,9,79,Moderate,69.8,3.27,Go for a jog,The weather is perfect for a run or jog.
22,13,127,Unhealthy for Sensitive Groups,44.6,2.28,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
88,9,93,Moderate,69.8,1.19,Take a walk,Enjoy a peaceful walk in the park.
78,19,59,Moderate,60.8,2.59,Stargazing,"The air is clear, perfect for stargazing."
16,5,255,Very Unhealthy,28.4,13.62,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
36,5,245,Very Unhealthy,14.0,14.15,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
54,12,88,Moderate,60.8,0.36,Have a picnic,The weather is great for an outdoor picnic.
24,20,65,Moderate,53.6,2.01,Stargazing,"The air is clear, perfect for stargazing."
42,13,13,Good,59.0,0.07,Have a picnic,The weather is great for an outdoor picnic.
21,14,49,Good,60.8,3.24,Have a picnic,The weather is great for an outdoor picnic.
90,18,97,Moderate,73.4,3.4,Take a walk,Enjoy a peaceful walk in the park.
96,3,152,Unhealthy,77.0,5.98,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
41,5,407,Hazardous,86.0,5.78,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
36,6,129,Unhealthy for Sensitive Groups,46.4,0.7,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
60,9,71,Moderate,60.8,4.7,Take a walk,Enjoy a peaceful walk in the park.
78,15,277,Very Unhealthy,91.4,1.71,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
43,16,70,Moderate,64.4,2.48,Go for a jog,The weather is perfect for a run or jog.
81,8,86,Moderate,64.4,2.67,Take a walk,Enjoy a peaceful walk in the park.
57,21,455,Hazardous,77.0,0.58,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
93,16,57,Moderate,80.6,0.82,Take a walk,Enjoy a peaceful walk in the park.
70,22,340,Hazardous,46.4,9.57,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
53,18,36,Good,71.6,0.16,Go for a jog,The weather is perfect for a run or jog.
84,17,158,Unhealthy,42.8,5.01,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
51,12,98,Moderate,64.4,0.72,Have a picnic,The weather is great for an outdoor picnic.
85,21,367,Hazardous,55.4,19.02,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
19,8,68,Moderate,71.6,1.68,Go for a jog,The weather is perfect for a run or jog.
92,14,23,Good,82.4,4.86,Have a picnic,The weather is great for an outdoor picnic.
87,6,346,Hazardous,102.2,19.18,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
98,9,343,Hazardous,73.4,15.99,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
32,23,233,Very Unhealthy,26.6,6.38,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
22,14,45,Good,71.6,4.0,Have a picnic,The weather is great for an outdoor picnic.
24,18,40,Good,55.4,2.69,Go for a jog,The weather is perfect for a run or jog.
66,13,91,Moderate,64.4,4.88,Have a picnic,The weather is great for an outdoor picnic.
55,18,64,Moderate,80.6,1.83,Go for a jog,The weather is perfect for a run or jog.
63,18,24,Good,82.4,1.06,Take a walk,Enjoy a peaceful walk in the park.
21,22,117,Unhealthy for Sensitive Groups,33.8,5.18,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
88,16,21,Good,28.4,15.93,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
5,19,90,Moderate,73.4,2.32,Stargazing,"The air is clear, perfect for stargazing."
6,7,187,Unhealthy,59.0,3.78,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
87,8,36,Good,53.6,3.71,Take a walk,Enjoy a peaceful walk in the park.
60,21,20,Good,77.0,4.14,Stargazing,"The air is clear, perfect for stargazing."
77,18,98,Moderate,69.8,4.67,Take a walk,Enjoy a peaceful walk in the park.
7,14,72,Moderate,73.4,1.37,Have a picnic,The weather is great for an outdoor picnic.
75,22,414,Hazardous,32.0,9.34,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
9,12,20,Good,51.8,2.85,Have a picnic,The weather is great for an outdoor picnic.
66,20,37,Good,66.2,2.82,Stargazing,"The air is clear, perfect for stargazing."
70,8,26,Good,80.6,1.83,Take a walk,Enjoy a peaceful walk in the park.
83,2,192,Unhealthy,64.4,18.35,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
50,13,486,Hazardous,55.4,4.06,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
5,10,11,Good,57.2,3.79,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
93,20,46,Good,78.8,2.11,Stargazing,"The air is clear, perfect for stargazing."
22,13,39,Good,73.4,2.41,Have a picnic,The weather is great for an outdoor picnic.
61,13,75,Moderate,57.2,1.03,Have a picnic,The weather is great for an outdoor picnic.
57,20,13,Good,60.8,1.6,Stargazing,"The air is clear, perfect for stargazing."
84,19,67,Moderate,53.6,3.89,Stargazing,"The air is clear, perfect for stargazing."
12,18,77,Moderate,80.6,0.98,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
41,21,170,Unhealthy,37.4,15.89,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
52,9,39,Good,64.4,3.39,Go for a jog,The weather is perfect for a run or jog.
10,17,36,Good,77.0,0.16,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
33,10,34,Good,80.6,2.21,Go for a jog,The weather is perfect for a run or jog.
7,13,97,Moderate,84.2,3.09,Have a picnic,The weather is great for an outdoor picnic.
84,19,15,Good,50.0,1.9,Stargazing,"The air is clear, perfect for stargazing."
49,18,77,Moderate,84.2,3.78,Go for a jog,The weather is perfect for a run or jog.
49,1,417,Hazardous,41.0,5.67,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
29,19,54,Moderate,75.2,4.28,Stargazing,"The air is clear, perfect for stargazing."
74,10,8,Good,77.0,1.66,Take a walk,Enjoy a peaceful walk in the park.
29,21,95,Moderate,82.4,1.89,Stargazing,"The air is clear, perfect for stargazing."
70,13,38,Good,82.4,2.94,Have a picnic,The weather is great for an outdoor picnic.
41,10,55,Moderate,50.0,0.7,Go for a jog,The weather is perfect for a run or jog.
56,10,88,Moderate,84.2,4.42,Go for a jog,The weather is perfect for a run or jog.
31,16,69,Moderate,68.0,3.3,Go for a jog,The weather is perfect for a run or jog.
71,21,56,Moderate,66.2,4.97,Stargazing,"The air is clear, perfect for stargazing."
39,17,9,Good,82.4,3.62,Go for a jog,The weather is perfect for a run or jog.
28,13,97,Moderate,57.2,4.05,Have a picnic,The weather is great for an outdoor picnic.
63,14,1,Good,53.6,3.59,Have a picnic,The weather is great for an outdoor picnic.
14,17,13,Good,60.8,4.78,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
42,10,9,Good,71.6,2.82,Go for a jog,The weather is perfect for a run or jog.
83,17,46,Good,77.0,4.94,Take a walk,Enjoy a peaceful walk in the park.
66,16,93,Moderate,82.4,1.03,Take a walk,Enjoy a peaceful walk in the park.
44,17,11,Good,75.2,1.65,Go for a jog,The weather is perfect for a run or jog.
29,19,3,Good,77.0,4.07,Stargazing,"The air is clear, perfect for stargazing."
58,13,19,Good,53.6,0.84,Have a picnic,The weather is great for an outdoor picnic.
77,11,391,Hazardous,102.2,0.53,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
76,20,260,Very Unhealthy,80.6,9.49,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
99,13,352,Hazardous,21.2,15.82,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
33,14,99,Moderate,53.6,1.2,Have a picnic,The weather is great for an outdoor picnic.
31,21,17,Good,73.4,0.03,Stargazing,"The air is clear, perfect for stargazing."
97,20,23,Good,71.6,4.27,Stargazing,"The air is clear, perfect for stargazing."
98,21,72,Moderate,66.2,4.0,Stargazing,"The air is clear, perfect for stargazing."
6,18,35,Good,78.8,0.41,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
37,8,77,Moderate,60.8,3.12,Go for a jog,The weather is perfect for a run or jog.
15,10,18,Good,75.2,3.09,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
33,16,98,Moderate,78.8,2.51,Go for a jog,The weather is perfect for a run or jog.
42,12,185,Unhealthy,15.8,15.51,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
17,21,71,Moderate,75.2,1.08,Stargazing,"The air is clear, perfect for stargazing."
45,21,20,Good,84.2,3.19,Stargazing,"The air is clear, perfect for stargazing."
13,8,318,Hazardous,37.4,13.6,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
26,19,36,Good,80.6,2.18,Stargazing,"The air is clear, perfect for stargazing."
36,21,61,Moderate,66.2,2.4,Stargazing,"The air is clear, perfect for stargazing."
69,8,58,Moderate,77.0,4.03,Take a walk,Enjoy a peaceful walk in the park.
43,16,24,Good,84.2,1.67,Go for a jog,The weather is perfect for a run or jog.
70,12,138,Unhealthy for Sensitive Groups,48.2,6.11,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
52,20,4,Good,53.6,4.12,Stargazing,"The air is clear, perfect for stargazing."
24,17,79,Moderate,57.2,2.86,Go for a jog,The weather is perfect for a run or jog.
91,18,6,Good,50.0,4.51,Take a walk,Enjoy a peaceful walk in the park.
8,7,418,Hazardous,51.8,6.9,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
79,20,45,Good,80.6,2.17,Stargazing,"The air is clear, perfect for stargazing."
57,12,60,Moderate,77.0,0.47,Have a picnic,The weather is great for an outdoor picnic.
46,13,72,Moderate,50.0,3.39,Have a picnic,The weather is great for an outdoor picnic.
49,10,234,Very Unhealthy,30.2,14.38,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
7,18,34,Good,82.4,1.25,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
66,9,55,Moderate,53.6,4.9,Take a walk,Enjoy a peaceful walk in the park.
27,14,5,Good,64.4,0.8,Have a picnic,The weather is great for an outdoor picnic.
90,9,58,Moderate,26.6,15.29,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
30,8,1,Good,50.0,0.58,Go for a jog,The weather is perfect for a run or jog.
56,19,33,Good,57.2,4.02,Stargazing,"The air is clear, perfect for stargazing."
48,20,48,Good,35.6,14.77,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
76,20,75,Moderate,73.4,2.48,Stargazing,"The air is clear, perfect for stargazing."
9,8,201,Very Unhealthy,57.2,10.64,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
78,18,43,Good,57.2,3.98,Take a walk,Enjoy a peaceful walk in the park.
91,13,27,Good,78.8,1.5,Have a picnic,The weather is great for an outdoor picnic.
59,4,448,Hazardous,102.2,18.58,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
